,index,cve_id,cve_desc,cwe_id,new_cwe,result
753,976,CVE-2022-24946,"Improper Resource Locking vulnerability in Mitsubishi Electric MELSEC iQ-R Series R12CCPU-V firmware versions ""16"" and prior, Mitsubishi Electric MELSEC-Q Series Q03UDECPU the first 5 digits of serial No. ""24061"" and prior, Mitsubishi Electric MELSEC-Q Series Q04/06/10/13/20/26/50/100UDEHCPU the first 5 digits of serial No. ""24061"" and prior, Mitsubishi Electric MELSEC-Q Series Q03/04/06/13/26UDVCPU the first 5 digits of serial number ""24051"" and prior, Mitsubishi Electric MELSEC-Q Series Q04/06/13/26UDPVCPU the first 5 digits of serial number ""24051"" and prior, Mitsubishi Electric MELSEC-Q Series Q12DCCPU-V all versions, Mitsubishi Electric MELSEC-Q Series Q24DHCCPU-V(G) all versions, Mitsubishi Electric MELSEC-Q Series Q24/26DHCCPU-LS all versions, Mitsubishi Electric MELSEC-L series L02/06/26CPU(-P) the first 5 digits of serial number ""24051"" and prior, Mitsubishi Electric MELSEC-L series L26CPU-(P)BT the first 5 digits of serial number ""24051"" and prior and Mitsubishi Electric MELIPC Series MI5122-VW firmware versions ""05"" and prior allows a remote unauthenticated attacker to cause a denial of service (DoS) condition in Ethernet communications by sending specially crafted packets. A system reset of the products is required for recovery.",CWE-667,CWE-667,0
754,977,CVE-2022-21166,Incomplete cleanup in specific special register write operations for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,CWE-459,CWE-459,0
755,978,CVE-2022-21125,Incomplete cleanup of microarchitectural fill buffers on some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,CWE-459,CWE-459,0
756,979,CVE-2022-21123,Incomplete cleanup of multi-core shared buffers for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,CWE-459,CWE-459,0
757,980,CVE-2021-40776,Adobe Lightroom Classic 10.3 (and earlier) are affected by a privilege escalation vulnerability in the Offline Lightroom Classic installer. An authenticated attacker could leverage this vulnerability to escalate privileges. User interaction is required before product installation to abuse this vulnerability.,CWE-269,CWE-269,0
758,981,CVE-2022-2042,Use After Free in GitHub repository vim/vim prior to 8.2.,CWE-416,CWE-416,0
759,982,CVE-2022-31813,Apache HTTP Server 2.4.53 and earlier may not send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop mechanism. This may be used to bypass IP based authentication on the origin server/application.,CWE-345,CWE-345,0
760,983,CVE-2022-30556,Apache HTTP Server 2.4.53 and earlier may return lengths to applications calling r:wsread() that point past the end of the storage allocated for the buffer.,CWE-200,CWE-200,0
761,984,CVE-2022-30522,"If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory allocations and trigger an abort.",CWE-770,CWE-770,0
762,985,CVE-2022-29404,"In Apache HTTP Server 2.4.53 and earlier, a malicious request to a lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible input size.",CWE-770,CWE-770,0
763,986,CVE-2022-28615,"Apache HTTP Server 2.4.53 and earlier may crash or disclose information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input buffer. While no code distributed with the server can be coerced into such a call, third-party modules or lua scripts that use ap_strcmp_match() may hypothetically be affected.",CWE-190,CWE-190,0
764,987,CVE-2022-28614,"The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite() or ap_rputs(), such as with mod_luas r:puts() function. Modules compiled and distributed separately from Apache HTTP Server that use the 'ap_rputs' function and may pass it a very large (INT_MAX or larger) string must be compiled against current headers to resolve the issue.",CWE-190,CWE-190,0
765,988,CVE-2022-26377,Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.53 and prior versions.,CWE-444,CWE-444,0
766,991,CVE-2022-26362,"x86 pv: Race condition in typeref acquisition Xen maintains a type reference count for pages, in addition to a regular reference count. This scheme is used to maintain invariants required for Xen's safety, e.g. PV guests may not have direct writeable access to pagetables; updates need auditing by Xen. Unfortunately, the logic for acquiring a type reference has a race condition, whereby a safely TLB flush is issued too early and creates a window where the guest can re-establish the read/write mapping before writeability is prohibited.",CWE-362,CWE-362,0
767,992,CVE-2022-2000,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,CWE-787,CWE-787,0
768,993,CVE-2022-1996,Authorization Bypass Through User-Controlled Key in GitHub repository emicklei/go-restful prior to v3.8.0.,CWE-639,CWE-639,0
769,994,CVE-2022-30034,"Flower, a web UI for the Celery Python RPC framework, all versions as of 05-02-2022 is vulnerable to an OAuth authentication bypass. An attacker could then access the Flower API to discover and invoke arbitrary Celery RPC calls or deny service by shutting down Celery task nodes.",CWE-287,CWE-287,0
770,995,CVE-2022-1968,Use After Free in GitHub repository vim/vim prior to 8.2.,CWE-416,CWE-416,0
771,996,CVE-2022-30128,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability. This CVE ID is unique from CVE-2022-30127.,CWE-362,CWE-362,0
772,997,CVE-2022-30127,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability. This CVE ID is unique from CVE-2022-30128.,CWE-362,CWE-362,0
773,999,CVE-2022-1942,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,CWE-122,CWE-122,0
774,1000,CVE-2022-1927,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,CWE-126,CWE-126,0
775,1001,CVE-2022-1897,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,CWE-787,CWE-787,0
776,1002,CVE-2022-1898,Use After Free in GitHub repository vim/vim prior to 8.2.,CWE-416,CWE-416,0
777,1003,CVE-2022-1886,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,CWE-122,CWE-122,0
778,1004,CVE-2022-1851,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,CWE-125,CWE-125,0
779,1005,CVE-2022-29181,"Nokogiri is an open source XML and HTML library for Ruby. Nokogiri prior to version 1.13.6 does not type-check all inputs into the XML and HTML4 SAX parsers, allowing specially crafted untrusted inputs to cause illegal memory access errors (segfault) or reads from unrelated memory. Version 1.13.6 contains a patch for this issue. As a workaround, ensure the untrusted input is a `String` by calling `#to_s` or equivalent.",CWE-241,CWE-241,0
780,1006,CVE-2022-1796,Use After Free in GitHub repository vim/vim prior to 8.2.4979.,CWE-416,CWE-416,0
781,1007,CVE-2022-1785,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.4977.,CWE-787,CWE-787,0
782,1008,CVE-2022-1771,Uncontrolled Recursion in GitHub repository vim/vim prior to 8.2.4975.,CWE-674,CWE-674,0
783,1009,CVE-2022-1735,Classic Buffer Overflow in GitHub repository vim/vim prior to 8.2.4969.,CWE-120,CWE-120,0
784,1010,CVE-2022-1769,Buffer Over-read in GitHub repository vim/vim prior to 8.2.4974.,CWE-126,CWE-126,0
785,1011,CVE-2022-1733,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.4968.,CWE-787,CWE-787,0
786,1012,CVE-2021-33149,Observable behavioral discrepancy in some Intel(R) Processors may allow an authorized user to potentially enable information disclosure via local access.,CWE-203,CWE-203,0
787,1013,CVE-2021-33124,Out-of-bounds write in the BIOS authenticated code module for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-787,CWE-787,0
788,1018,CVE-2021-0190,Uncaught exception in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-755,CWE-755,0
789,1019,CVE-2021-0189,Use of out-of-range pointer offset in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-119,CWE-119,0
790,1020,CVE-2021-0188,Return of pointer value outside of expected range in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-119,CWE-119,0
791,1021,CVE-2021-0159,Improper input validation in the BIOS authenticated code module for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-20,CWE-20,0
792,1022,CVE-2021-0155,Unchecked return value in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable information disclosure via local access.,CWE-252,CWE-252,0
793,1023,CVE-2021-0154,Improper input validation in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-20,CWE-20,0
794,1024,CVE-2021-0153,Out-of-bounds write in the BIOS firmware for some Intel(R) Processors may allow a privileged user to potentially enable aescalation of privilege via local access.,CWE-787,CWE-787,0
795,1025,CVE-2022-1674,NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 in GitHub repository vim/vim prior to 8.2.4938. NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 allows attackers to cause a denial of service (application crash) via a crafted input.,CWE-476,CWE-476,0
796,1026,CVE-2022-28838,"Acrobat Acrobat Pro DC version 22.001.2011x (and earlier), 20.005.3033x (and earlier) and 17.012.3022x (and earlier) are affected by a use-after-free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",CWE-416,CWE-416,0
797,1027,CVE-2021-3611,"A stack overflow vulnerability was found in the Intel HD Audio device (intel-hda) of QEMU. A malicious guest could use this flaw to crash the QEMU process on the host, resulting in a denial of service condition. The highest threat from this vulnerability is to system availability. This flaw affects QEMU versions prior to 7.0.0.",CWE-787,CWE-787,0
798,1028,CVE-2022-28774,"Under certain conditions, the SAP Host Agent logfile shows information which would otherwise be restricted.",CWE-532,CWE-863,0
799,1029,CVE-2022-1629,"Buffer Over-read in function find_next_quote in GitHub repository vim/vim prior to 8.2.4925. This vulnerabilities are capable of crashing software, Modify Memory, and possible remote execution",CWE-126,CWE-126,0
800,1030,CVE-2022-1621,"Heap buffer overflow in vim_strncpy find_word in GitHub repository vim/vim prior to 8.2.4919. This vulnerability is capable of crashing software, Bypass Protection Mechanism, Modify Memory, and possible remote execution",CWE-787,CWE-787,0
801,1031,CVE-2022-1620,NULL Pointer Dereference in function vim_regexec_string at regexp.c:2729 in GitHub repository vim/vim prior to 8.2.4901. NULL Pointer Dereference in function vim_regexec_string at regexp.c:2729 allows attackers to cause a denial of service (application crash) via a crafted input.,CWE-476,CWE-476,0
802,1032,CVE-2022-1619,"Heap-based Buffer Overflow in function cmdline_erase_chars in GitHub repository vim/vim prior to 8.2.4899. This vulnerabilities are capable of crashing software, modify memory, and possible remote execution",CWE-122,CWE-122,0
803,1033,CVE-2022-1616,"Use after free in append_command in GitHub repository vim/vim prior to 8.2.4895. This vulnerability is capable of crashing software, Bypass Protection Mechanism, Modify Memory, and possible remote execution",CWE-416,CWE-416,0
